keyword,category,monthly_volume,cpc_usd,competition_index,keyword_difficulty,priority,trend_angle,assign_to_page
nielsen massey vanilla bean,Vanilla Beans,880,0.92,100,,LOW,,/shop/vanilla-beans/
heilala vanilla bean paste,Vanilla Beans,720,1.61,91,,LOW,,/shop/vanilla-beans/
pure vanilla bean paste,Vanilla Beans,720,0.69,100,,LOW,,/shop/vanilla-beans/
pure vanilla paste,Vanilla Beans,720,0.69,100,,LOW,,/shop/vanilla-beans/
pure ground vanilla,Vanilla Beans,590,0.63,99,,LOW,,/shop/vanilla-beans/
madagascar bourbon pure vanilla extract,Vanilla Beans,590,0.56,30,,LOW,,/shop/vanilla-beans/
high quality pure vanilla extract,Vanilla Beans,590,0.96,95,,LOW,,/shop/vanilla-beans/
madagascar vanilla bean paste,Vanilla Beans,480,1.13,100,,LOW,,/shop/vanilla-beans/
madagascar pure vanilla extract,Vanilla Beans,480,1.01,99,,LOW,,/shop/vanilla-beans/
nielsen massey madagascar bourbon vanilla bean paste,Vanilla Beans,480,0.46,50,,LOW,,/shop/vanilla-beans/
mccormick vanilla bean paste,Vanilla Beans,480,0.21,86,,LOW,,/shop/vanilla-beans/
madagascar bourbon pure vanilla bean paste,Vanilla Beans,480,0.27,100,,LOW,,/shop/vanilla-beans/
pure vanilla extract madagascar,Vanilla Beans,480,1.01,99,,LOW,,/shop/vanilla-beans/
vanilla bean paste to extract,Vanilla Beans,480,0.48,99,,LOW,,/shop/vanilla-beans/
vanilla bean paste to vanilla essence,Vanilla Beans,480,1.06,22,,LOW,,/shop/vanilla-beans/
vanilla extract to vanilla bean paste,Vanilla Beans,480,1.06,22,,LOW,,/shop/vanilla-beans/
vanilla extract vanilla bean paste,Vanilla Beans,480,1.06,22,,LOW,,/shop/vanilla-beans/
pure vanilla beans,Vanilla Beans,390,0.69,100,,LOW,,/shop/vanilla-beans/
watkins pure vanilla bean paste,Vanilla Beans,390,0.1,52,,LOW,,/shop/vanilla-beans/
nielsen vanilla bean paste,Vanilla Beans,320,0.54,100,,LOW,,/shop/vanilla-beans/
madagascar vanilla bean powder,Vanilla Beans,320,0.84,100,,LOW,,/shop/vanilla-beans/
nielsen vanilla paste,Vanilla Beans,320,0.54,100,,LOW,,/shop/vanilla-beans/
watkins vanilla bean paste,Vanilla Beans,320,0.4,100,,LOW,,/shop/vanilla-beans/
madagascar vanilla paste,Vanilla Beans,260,1.26,100,,LOW,,/shop/vanilla-beans/
organic vanilla paste,Vanilla Beans,260,0.67,100,,LOW,Ethical Sourcing,/shop/vanilla-beans/
madagascar bourbon vanilla bean paste,Vanilla Beans,260,0.4,100,,LOW,,/shop/vanilla-beans/
madagascar bourbon vanilla paste,Vanilla Beans,260,0.4,100,,LOW,,/shop/vanilla-beans/
mccormick vanilla beans,Vanilla Beans,260,0.25,91,,LOW,,/shop/vanilla-beans/
nielsen massey madagascar bourbon vanilla,Vanilla Beans,210,0.57,100,,LOW,,/shop/vanilla-beans/
8oz vanilla extract,Vanilla Beans,210,0.45,100,,LOW,,/shop/vanilla-beans/
4oz vanilla extract,Vanilla Beans,210,0.51,100,,LOW,,/shop/vanilla-beans/
massey vanilla paste,Vanilla Beans,170,0.39,100,,LOW,,/shop/vanilla-beans/
gourmet vanilla extract,Vanilla Beans,170,1.16,92,,LOW,,/shop/vanilla-beans/
best quality vanilla extract,Vanilla Beans,170,0.63,100,,LOW,,/shop/vanilla-beans/
massey vanilla bean paste,Vanilla Beans,170,0.39,100,,LOW,,/shop/vanilla-beans/
nielsen massey madagascar bourbon vanilla beans,Vanilla Beans,170,2.01,90,,LOW,,/shop/vanilla-beans/
wilderness poets pure vanilla powder,Vanilla Beans,170,1.03,65,,LOW,,/shop/vanilla-beans/
massey vanilla,Vanilla Beans,140,0.51,100,,LOW,,/shop/vanilla-beans/
nielsen massey madagascar bourbon vanilla paste,Vanilla Beans,140,0.39,100,,LOW,,/shop/vanilla-beans/
100 pure vanilla extract,Vanilla Beans,140,0.37,99,,LOW,,/shop/vanilla-beans/
raw vanilla bean,Vanilla Beans,140,0.9,100,,LOW,,/shop/vanilla-beans/
wilderness poets vanilla powder,Vanilla Beans,140,0.58,100,,LOW,,/shop/vanilla-beans/
vanilla nielsen,Vanilla Beans,140,0.61,100,,LOW,,/shop/vanilla-beans/
heilala pure vanilla extract,Vanilla Beans,110,0.76,98,,LOW,,/shop/vanilla-beans/
kukulkan god,Mayan Culture & History,22200,0.12,6,2,HIGH — Blog,Origin Story,"/blog/kukulkan/, /shop/kukulkan/"
mayan gods,Mayan Culture & History,9900,3.04,0,1,HIGH — Blog,Origin Story,/blog/mayan-gods/
mayan deities,Mayan Culture & History,9900,3.04,0,1,HIGH — Blog,Origin Story,/blog/mayan-gods/
ix chel,Mayan Culture & History,8100,0.84,1,0,HIGH — Blog,Origin Story,"/blog/ixchel/, /shop/ixchel/"
ixchel goddess,Mayan Culture & History,1900,0.0,0,2,HIGH — Blog,Origin Story,"/blog/ixchel/, /shop/ixchel/"
jaguar mayan god,Mayan Culture & History,1600,0.0,0,0,HIGH — Blog,Origin Story,"/blog/balam-jaguar/, /shop/balam/"
mayan civilization food,Mayan Culture & History,3600,0.12,1,0,HIGH — Blog,Origin Story,/blog/mayan-civilization-food/
mayan culture food,Mayan Culture & History,3600,0.12,1,0,HIGH — Blog,Origin Story,/blog/mayan-civilization-food/
mayan history,Mayan Culture & History,2900,1.51,1,36,MEDIUM — Blog,Origin Story,/blog/mayan-civilization-food/
mayan corn god,Mayan Culture & History,2400,0.0,0,0,HIGH — Blog,Origin Story,"/blog/mayan-gods/, /shop/rosquillas/"
mayan sun god,Mayan Culture & History,1900,0.0,0,0,HIGH — Blog,Origin Story,/blog/mayan-gods/
itzamna god,Mayan Culture & History,2900,0.0,0,0,HIGH — Blog,Origin Story,/blog/mayan-gods/
ah puch,Mayan Culture & History,2400,0.0,0,0,MEDIUM — Blog,Origin Story,/blog/mayan-gods/
maya mythology,Mayan Culture & History,1600,25.58,0,0,HIGH — Blog,Origin Story,/blog/mayan-gods/
ancient chocolate,Mayan Culture & History,1300,0.8,10,0,HIGH — Blog,Origin Story,/blog/mayan-civilization-food/
copan honduras,Copán & Honduras Story,14800,1.8,1,6,HIGH — Blog,Origin Story,/blog/copan-honduras/
copán ruins,Copán & Honduras Story,14800,1.8,1,6,HIGH — Blog,Origin Story,/blog/copan-honduras/
copan ruins,Copán & Honduras Story,1600,3.7,1,6,HIGH — Blog,Origin Story,/blog/copan-honduras/
honduras copan ruinas,Copán & Honduras Story,14800,1.8,1,6,MEDIUM — Blog,Origin Story,/blog/copan-honduras/
meliponine honey benefits,Stingless Bee & Honey,500,0.0,0,0,MEDIUM — Blog,Origin Story,/blog/stingless-bee-honey/
xunan kab,Stingless Bee & Honey,100,0.0,0,0,LOW,Origin Story,/blog/stingless-bee-honey/
cacao ceremony,Ritual & Ceremony,4400,1.9,61,4,HIGH — Blog,Ritual & Wellness,/blog/cacao-ceremony/
what is ceremonial cacao,Ritual & Ceremony,1300,0.57,62,8,HIGH — Blog,Ritual & Wellness,/blog/cacao-ceremony/
sacred cacao,Ritual & Ceremony,500,0.0,0,0,MEDIUM — Blog,Ritual & Wellness,/blog/cacao-ceremony/
cacao vs cocoa,Product Education,18100,0.66,48,5,HIGH — Blog,Product Education,/blog/cacao-vs-cocoa/
cacao powder vs cocoa powder,Product Education,18100,0.66,48,5,HIGH — Blog,Product Education,/blog/cacao-vs-cocoa/
cocoa nibs vs cacao nibs,Product Education,18100,0.66,48,5,HIGH — Blog,Product Education,/blog/cacao-vs-cocoa/
cacao vs cocoa beans,Product Education,18100,0.66,48,5,HIGH — Blog,Product Education,/blog/cacao-vs-cocoa/
how to make vanilla extract from vanilla beans,Recipes & How-To,18100,0.37,45,13,HIGH — Blog,Recipes,/blog/vanilla-extract/
how do i make vanilla extract,Recipes & How-To,18100,0.37,45,13,HIGH — Blog,Recipes,/blog/vanilla-extract/
how to make vanilla bean extract,Recipes & How-To,18100,0.37,45,13,HIGH — Blog,Recipes,/blog/vanilla-extract/
make vanilla extract,Recipes & How-To,14800,0.29,36,13,HIGH — Blog,Recipes,/blog/vanilla-extract/
pour over coffee guide,Coffee Brewing,2400,0.4,30,6,HIGH — Blog,Coffee Education,/blog/how-to-brew-coffee/
specialty coffee explained,Coffee Brewing,1000,0.5,20,8,HIGH — Blog,Coffee Education,/blog/what-is-specialty-coffee/
coffee tasting notes explained,Coffee Brewing,800,0.3,15,5,HIGH — Blog,Coffee Education,/blog/coffee-tasting-notes/
hot cocoa drink recipe,Recipes & How-To,74000,0.2,4,0,HIGH — Blog,Recipes,/blog/mayan-hot-chocolate/
hot chocolate with cocoa powder,Recipes & How-To,33100,0.59,36,0,HIGH — Blog,Recipes,/blog/mayan-hot-chocolate/
hot chocolate cacao powder,Recipes & How-To,33100,0.59,36,0,HIGH — Blog,Recipes,/blog/mayan-hot-chocolate/
hot chocolate made from cocoa powder,Recipes & How-To,33100,0.59,36,0,HIGH — Blog,Recipes,/blog/mayan-hot-chocolate/
hot chocolate recipe with cocoa powder,Recipes & How-To,6600,0.62,4,0,HIGH — Blog,Recipes,/blog/mayan-hot-chocolate/
cacao hot chocolate,Recipes & How-To,2400,0.5,10,0,HIGH — Blog,Recipes,/blog/mayan-hot-chocolate/
vanilla bean paste recipe,Recipes & How-To,14800,0.68,4,0,HIGH — Blog,Recipes,/blog/vanilla-extract/
vanilla paste recipe,Recipes & How-To,14800,0.68,4,0,HIGH — Blog,Recipes,/blog/vanilla-extract/
how to grind coffee beans,Coffee Brewing,12100,0.3,10,5,HIGH — Blog,Coffee Education,/blog/coffee-grind-guide/
coffee grind size,Coffee Brewing,8100,0.35,15,8,HIGH — Blog,Coffee Education,/blog/coffee-grind-guide/
pour over coffee ratio,Coffee Brewing,6600,0.4,20,5,HIGH — Blog,Coffee Education,/blog/how-to-brew-pour-over/
coffee to water ratio,Coffee Brewing,9900,0.3,10,5,HIGH — Blog,Coffee Education,/blog/how-to-brew-pour-over/
how to use a french press,Coffee Brewing,33100,0.35,15,8,HIGH — Blog,Coffee Education,/blog/french-press-guide/
cold brew coffee ratio,Coffee Brewing,4400,0.25,5,5,HIGH — Blog,Coffee Education,/blog/cold-brew-guide/
burr grinder vs blade grinder,Coffee Brewing,2400,0.5,20,8,HIGH — Blog,Coffee Education,/blog/coffee-grind-guide/
coffee bloom,Coffee Brewing,1600,0.2,5,3,HIGH — Blog,Coffee Education,/blog/how-to-brew-pour-over/
how to taste coffee,Coffee Brewing,1000,0.3,10,5,HIGH — Blog,Coffee Education,/blog/coffee-tasting-notes/
specialty coffee at home,Coffee Brewing,1300,0.6,25,8,HIGH — Blog,Coffee Education,/blog/specialty-coffee-guide/
